Gene	GDI	GDI-Phred	Gene damage prediction (all disease-causing genes)
KARS	1160.04303	6.48366	Medium
HEATR5B	1161.22267	6.48464	Medium
AC079612.1	1161.36092	6.48563	Medium
DBI	1161.87674	6.48662	Medium
GPR113	1162.2837	6.48761	Medium
ANKRD11	1162.32436	6.48860	Medium
CLEC17A	1162.7628	6.48959	Medium
LILRB3	1162.94093	6.49058	Medium
OR4B1	1163.11366	6.49157	Medium
FCGR1B	1164.44041	6.49256	Medium
AC011500.1	1165.10129	6.49355	Medium
VWA5A	1165.38867	6.49454	Medium
CHL1	1165.89885	6.49553	Medium
HLA-DOB	1166.25764	6.49652	Medium
UBL4A	1166.64172	6.49751	Medium
XRN1	1167.21549	6.49850	Medium
COL14A1	1168.31521	6.49949	Medium
C4orf36	1169.50966	6.50049	Medium
APPBP2	1169.86004	6.50148	Medium
C9orf96	1170.19747	6.50247	Medium
C6orf118	1170.66372	6.50346	Medium
JMJD4	1171.12584	6.50446	Medium
IQSEC3	1171.33568	6.50545	Medium
APPL2	1171.95131	6.50644	Medium
NCEH1	1172.78397	6.50744	Medium
ABI3	1174.11094	6.50843	Medium
PCDHB17	1174.19427	6.50942	Medium
EP300	1174.22905	6.51042	Medium
PHAX	1174.52587	6.51141	Medium
C17orf104	1175.1139	6.51241	Medium
CARS2	1175.1742	6.51340	Medium
CLCC1	1176.15749	6.51440	Medium
SUN1	1176.18927	6.51539	Medium
SLC33A1	1176.66655	6.51639	Medium
KRTAP1-4	1176.70894	6.51738	Medium
DRD4	1176.96356	6.51838	Medium
TBX10	1177.2229	6.51938	Medium
GRXCR2	1177.71732	6.52037	Medium
DAB2IP	1179.95825	6.52137	Medium
TENM4	1180.19147	6.52237	Medium
INPP5J	1180.94022	6.52336	Medium
CPXCR1	1181.51332	6.52436	Medium
NMU	1181.8687	6.52536	Medium
ANGPTL2	1182.6259	6.52636	Medium
RAB40A	1182.64671	6.52735	Medium
GOLGA1	1183.82096	6.52835	Medium
PDLIM4	1184.23756	6.52935	Medium
FKSG48	1184.87463	6.53035	Medium
ZFP37	1185.08476	6.53135	Medium
GSTO2	1186.2911	6.53235	Medium
CRTC1	1186.85367	6.53335	Medium
RARS2	1187.41612	6.53435	Medium
MS4A2	1187.44171	6.53535	Medium
EPB41L4A	1187.73182	6.53635	Medium
GPR65	1188.28165	6.53735	Medium
GDF3	1188.69549	6.53835	Medium
TOP3A	1188.86307	6.53935	Medium
SHISA2	1189.34167	6.54035	Medium
GSG2	1190.27323	6.54135	Medium
FAM166B	1190.3356	6.54235	Medium
MYO9A	1190.95284	6.54335	Medium
TNFAIP3	1191.30876	6.54436	Medium
MRVI1	1191.5599	6.54536	Medium
BRMS1	1191.74841	6.54636	Medium
CYP19A1	1191.76708	6.54736	Medium
RGS12	1192.69117	6.54837	Medium
GPCPD1	1192.76751	6.54937	Medium
ADAM8	1193.01078	6.55037	Medium
UNC5B	1193.04511	6.55138	Medium
DYTN	1193.19407	6.55238	Medium
RP11-481A20.11	1193.64396	6.55338	Medium
OR5L1	1193.77829	6.55439	Medium
C1orf162	1193.93521	6.55539	Medium
CD248	1194.20372	6.55640	Medium
MFSD12	1194.23215	6.55740	Medium
MANBA	1194.85123	6.55841	Medium
CAV2	1195.08779	6.55941	Medium
AMICA1	1195.24923	6.56042	Medium
IFNAR1	1195.3526	6.56142	Medium
MAML3	1196.42907	6.56243	Medium
SLC12A3	1196.53825	6.56344	Medium
DNMBP	1197.04737	6.56444	Medium
TRERF1	1197.75907	6.56545	Medium
RABEPK	1197.77924	6.56646	Medium
QSOX1	1198.21501	6.56746	Medium
GPX1	1198.35095	6.56847	Medium
ZNF76	1199.49311	6.56948	Medium
TYMP	1202.19018	6.57049	Medium
ZNF518B	1202.5769	6.57150	Medium
FN3K	1203.46839	6.57250	Medium
PPT2	1203.89127	6.57351	Medium
POMT1	1203.9994	6.57452	Medium
RP11-242G20.1	1204.74566	6.57553	Medium
SFR1	1205.57949	6.57654	Medium
PRKDC	1205.70001	6.57755	Medium
APBA1	1205.88424	6.57856	Medium
AGGF1	1206.53389	6.57957	Medium
RMND1	1207.14793	6.58058	Medium
ICAM3	1207.94912	6.58159	Medium
IQCC	1208.56981	6.58260	Medium
DFNA5	1208.59464	6.58361	Medium
GPN1	1208.68215	6.58462	Medium
ALDH3B2	1208.69555	6.58564	Medium
DLX6	1210.09882	6.58665	Medium
RASSF4	1210.23369	6.58766	Medium
C1S	1211.71237	6.58867	Medium
CD320	1211.94021	6.58968	Medium
SOAT1	1212.8663	6.59070	Medium
R3HCC1	1213.05414	6.59171	Medium
CAPN13	1213.56215	6.59272	Medium
FBXL13	1213.65219	6.59374	Medium
IQSEC1	1214.79399	6.59475	Medium
CCM2	1216.01154	6.59576	Medium
MIA2	1216.13549	6.59678	Medium
APOBEC2	1216.14196	6.59779	Medium
LUZPP1	1216.29595	6.59881	Medium
ASCC1	1216.45119	6.59982	Medium
DUOX2	1216.76018	6.60084	Medium
TFRC	1218.14798	6.60185	Medium
SLC2A4	1219.29265	6.60287	Medium
AC087477.1	1219.55566	6.60388	Medium
SSPN	1220.74547	6.60490	Medium
ZFYVE20	1220.98517	6.60592	Medium
SGSH	1221.396	6.60693	Medium
LTBP2	1221.56268	6.60795	Medium
ZNF573	1222.49938	6.60897	Medium
SKA3	1222.59599	6.60998	Medium
MSH5	1222.62198	6.61100	Medium
FAM189A1	1223.91052	6.61202	Medium
C9orf43	1224.26495	6.61304	Medium
KIAA1210	1224.70101	6.61405	Medium
IL17RC	1224.86104	6.61507	Medium
C16orf3	1225.21028	6.61609	Medium
BCL6	1225.27484	6.61711	Medium
FAM83A	1225.76391	6.61813	Medium
UPP2	1226.95637	6.61915	Medium
SP140L	1226.98768	6.62017	Medium
HOXC4	1227.25694	6.62119	Medium
AC006372.1	1227.4307	6.62221	Medium
AFAP1L2	1227.50086	6.62323	Medium
OR8I2	1227.75264	6.62425	Medium
PRKAG3	1227.80308	6.62527	Medium
FLRT2	1227.80506	6.62629	Medium
AARS	1228.44466	6.62731	Medium
LRRIQ4	1228.74002	6.62833	Medium
SYCP2L	1230.13278	6.62936	Medium
TBX15	1230.33085	6.63038	Medium
OR5M9	1230.44948	6.63140	Medium
AMY2A	1231.4964	6.63242	Medium
TOPBP1	1231.90878	6.63344	Medium
DERL3	1232.36532	6.63447	Medium
NKTR	1233.02574	6.63549	Medium
SHANK2	1233.68596	6.63651	Medium
KRTAP26-1	1234.582	6.63754	Medium
NUDT19	1234.58673	6.63856	Medium
PLEKHO2	1234.77161	6.63959	Medium
KRTAP27-1	1235.61613	6.64061	Medium
GPSM1	1235.6164	6.64163	Medium
PRKACG	1237.26738	6.64266	Medium
TMPO	1238.36231	6.64368	Medium
VSTM1	1238.62841	6.64471	Medium
KRT15	1238.74499	6.64574	Medium
CCDC173	1239.36062	6.64676	Medium
NKX1-2	1240.59153	6.64779	Medium
MAML2	1240.98759	6.64881	Medium
MFGE8	1241.25294	6.64984	Medium
MLXIP	1241.38763	6.65087	Medium
TBL3	1241.80468	6.65189	Medium
TNP2	1241.93365	6.65292	Medium
KIAA1024	1242.01695	6.65395	Medium
UBXN6	1242.27235	6.65498	Medium
DNAJC8	1242.65868	6.65601	Medium
EGFL7	1242.79734	6.65703	Medium
CYP2W1	1243.09175	6.65806	Medium
MEGF10	1243.14935	6.65909	Medium
MRS2	1243.15937	6.66012	Medium
CHADL	1244.24795	6.66115	Medium
TEX33	1244.28218	6.66218	Medium
CEACAM21	1244.77896	6.66321	Medium
MAML1	1245.10841	6.66424	Medium
DGCR14	1245.23515	6.66527	Medium
MARCH7	1245.25743	6.66630	Medium
SIPA1	1245.34692	6.66733	Medium
ZNF14	1246.84546	6.66836	Medium
PBOV1	1247.40878	6.66939	Medium
MANEA	1247.59973	6.67042	Medium
ACTR3C	1248.01469	6.67146	Medium
THEGL	1248.98079	6.67249	Medium
KLB	1250.15924	6.67352	Medium
ATG2B	1250.48072	6.67455	Medium
ABHD1	1251.23626	6.67558	Medium
CACTIN	1251.44006	6.67662	Medium
XDH	1251.61702	6.67765	Medium
UBE3D	1251.76932	6.67868	Medium
GALNT8	1254.16781	6.67972	Medium
TMEM78	1255.60773	6.68075	Medium
OR7C1	1256.02466	6.68179	Medium
PP13004	1256.27839	6.68282	Medium
BYSL	1256.33001	6.68385	Medium
PNMA2	1256.33703	6.68489	Medium
CLCNKA	1257.07472	6.68592	Medium
DENND1C	1257.08513	6.68696	Medium
TDRD10	1257.37769	6.68800	Medium
EGF	1258.40063	6.68903	Medium
C11orf89	1258.76922	6.69007	Medium
CTH	1258.99689	6.69110	Medium
DMRTB1	1259.2225	6.69214	Medium
UGT2A1	1259.71259	6.69318	Medium
SDHA	1260.39498	6.69421	Medium
JAKMIP3	1261.00407	6.69525	Medium
DMRT3	1261.05455	6.69629	Medium
PCDHB13	1261.54022	6.69733	Medium
PRDM16	1261.89174	6.69837	Medium
C17orf58	1262.65696	6.69940	Medium
GRM7	1262.73334	6.70044	Medium
MLTK	1262.74388	6.70148	Medium
TMEM82	1263.85842	6.70252	Medium
ARAP3	1264.79016	6.70356	Medium
FRRS1	1265.75071	6.70460	Medium
ZNF879	1265.8303	6.70564	Medium
SCML4	1266.26154	6.70668	Medium
CGB7	1267.08809	6.70772	Medium
RCN3	1267.2461	6.70876	Medium
DUPD1	1268.11055	6.70980	Medium
WDR92	1268.45257	6.71084	Medium
AC005008.2	1268.46414	6.71188	Medium
ST14	1268.8342	6.71293	Medium
OR51H1P	1269.89888	6.71397	Medium
COLEC11	1270.03702	6.71501	Medium
ABCC2	1270.67962	6.71605	Medium
VEZT	1270.82062	6.71709	Medium
C20orf26	1271.50847	6.71814	Medium
ZNF675	1272.94283	6.71918	Medium
CDK13	1273.10966	6.72022	Medium
CNDP1	1273.96612	6.72127	Medium
FSCB	1274.65222	6.72231	Medium
YARS2	1275.23642	6.72336	Medium
RSPH9	1276.17135	6.72440	Medium
WDR86	1276.1914	6.72544	Medium
FAM194A	1276.26069	6.72649	Medium
CTB-96E2.2	1276.92475	6.72753	Medium
CTXN3	1276.98678	6.72858	Medium
TXNDC8	1277.26865	6.72963	Medium
SIAE	1278.04735	6.73067	Medium
COX4I1	1278.29291	6.73172	Medium
GOLGA8I	1278.57302	6.73276	Medium
RILP	1278.83336	6.73381	Medium
GOLGA7B	1279.0742	6.73486	Medium
ISPD	1279.20707	6.73590	Medium
TANC1	1280.16491	6.73695	Medium
C16orf71	1280.28787	6.73800	Medium
SERGEF	1281.17116	6.73905	Medium
PARP12	1281.17409	6.74010	Medium
KMT2D	1281.52205	6.74114	Medium
THBS3	1281.61434	6.74219	Medium
HEXB	1282.40292	6.74324	Medium
SMYD1	1283.18135	6.74429	Medium
LYZL6	1283.21856	6.74534	Medium
ADAMTS12	1284.68357	6.74639	Medium
KRTAP9-1	1284.99961	6.74744	Medium
PCDHGA3	1285.44842	6.74849	Medium
LAMB2	1285.70422	6.74954	Medium
KHNYN	1285.96189	6.75059	Medium
PRCC	1285.96464	6.75164	Medium
MOCS1	1286.77948	6.75269	Medium
AL391152.1	1286.87597	6.75374	Medium
NRP1	1287.3147	6.75480	Medium
RAB40B	1287.59417	6.75585	Medium
CCDC104	1287.69094	6.75690	Medium
PCDHGC5	1287.70265	6.75795	Medium
IL17RB	1287.96846	6.75900	Medium
MBD1	1288.3223	6.76006	Medium
PHC1	1289.55749	6.76111	Medium
OR10G8	1290.49257	6.76216	Medium
RIC3	1290.68459	6.76322	Medium
ZNF846	1291.14567	6.76427	Medium
ATOH8	1291.19209	6.76533	Medium
OR2V1	1292.43967	6.76638	Medium
MRPL9	1292.47416	6.76744	Medium
SIK1	1292.6128	6.76849	Medium
PAM16	1292.77907	6.76955	Medium
OR8H3	1294.03828	6.77060	Medium
MUSK	1294.3217	6.77166	Medium
LRIF1	1294.73929	6.77271	Medium
CCDC74A	1294.94009	6.77377	Medium
CCDC159	1295.60504	6.77483	Medium
GLRA4	1295.84706	6.77588	Medium
NRXN2	1296.88776	6.77694	Medium
TAAR2	1296.89322	6.77800	Medium
B4GALT4	1296.95673	6.77905	Medium
ERCC8	1298.26823	6.78011	Medium
SEZ6L	1299.61065	6.78117	Medium
ITGA2	1299.77706	6.78223	Medium
CABP5	1299.91454	6.78329	Medium
SYNPO	1300.26133	6.78435	Medium
N6AMT1	1301.02352	6.78541	Medium
SLC5A11	1301.03449	6.78647	Medium
OR1J2	1301.75288	6.78752	Medium
CAMK2B	1301.92267	6.78858	Medium
ENTPD4	1302.58974	6.78964	Medium
CES1	1302.69006	6.79071	Medium
F2RL3	1303.21959	6.79177	Medium
RMDN1	1303.49301	6.79283	Medium
SLCO6A1	1303.68976	6.79389	Medium
SPECC1	1303.95464	6.79495	Medium
NIT1	1304.81858	6.79601	Medium
COMMD3	1305.3608	6.79707	Medium
FAM83E	1306.17158	6.79814	Medium
RIPK4	1306.90402	6.79920	Medium
OR10P1	1307.06382	6.80026	Medium
RTEL1	1308.22688	6.80132	Medium
NPPA	1308.42229	6.80239	Medium
PLEKHG2	1308.42829	6.80345	Medium
MERTK	1308.80238	6.80451	Medium
ENTPD7	1308.95673	6.80558	Medium
PILRB	1309.19829	6.80664	Medium
FAM124A	1309.33779	6.80771	Medium
FAM110D	1309.4018	6.80877	Medium
POLH	1309.71	6.80984	Medium
CABIN1	1310.30766	6.81090	Medium
HCFC1R1	1311.04878	6.81197	Medium
CTA-299D3.8	1311.19681	6.81303	Medium
HYAL4	1314.20961	6.81410	Medium
DCBLD1	1314.8222	6.81517	Medium
SMPDL3B	1315.05581	6.81623	Medium
COL21A1	1315.10669	6.81730	Medium
INSC	1315.35282	6.81837	Medium
VENTX	1315.45678	6.81943	Medium
MRC1L1	1315.55021	6.82050	Medium
IRF6	1316.0906	6.82157	Medium
CHRNA5	1316.23977	6.82264	Medium
HSD17B14	1316.53203	6.82371	Medium
IARS	1316.65812	6.82478	Medium
FNDC9	1317.46667	6.82585	Medium
MMP14	1317.7477	6.82691	Medium
OR5H1	1317.76423	6.82798	Medium
SCLY	1317.80679	6.82905	Medium
KCNJ13	1319.42816	6.83012	Medium
KRTAP1-5	1319.84804	6.83119	Medium
HINFP	1319.98792	6.83226	Medium
TNFRSF10D	1320.48694	6.83334	Medium
ASGR2	1320.56637	6.83441	Medium
NMBR	1320.72182	6.83548	Medium
RGL2	1320.97393	6.83655	Medium
CEACAM18	1321.17145	6.83762	Medium
DKFZP779L1853	1321.75768	6.83869	Medium
MAP7D1	1321.90429	6.83977	Medium
GJE1	1322.76603	6.84084	Medium
VAX2	1323.67762	6.84191	Medium
GSE1	1324.65098	6.84299	Medium
PNPLA6	1325.61906	6.84406	Medium
OR5L2	1325.91355	6.84513	Medium
CCDC67	1327.65052	6.84621	Medium
KIAA1407	1327.77051	6.84728	Medium
NSMAF	1327.81547	6.84836	Medium
GIMAP7	1328.14795	6.84943	Medium
PINX1	1328.2156	6.85051	Medium
CYP4A11	1328.31098	6.85158	Medium
LHCGR	1328.76039	6.85266	Medium
SELP	1329.25055	6.85373	Medium
NRIP1	1330.90849	6.85481	Medium
UIMC1	1332.8819	6.85589	Medium
SUSD3	1333.3344	6.85696	Medium
ANGPTL4	1333.38747	6.85804	Medium
NUTM2A	1333.788	6.85912	Medium
RBP1	1333.97386	6.86019	Medium
NCAPG	1334.35827	6.86127	Medium
NEK2	1335.03725	6.86235	Medium
PHRF1	1335.14975	6.86343	Medium
DEFB129	1335.47977	6.86451	Medium
SCRIB	1336.78509	6.86559	Medium
CALB2	1337.16079	6.86666	Medium
MIA3	1337.25355	6.86774	Medium
FBXO25	1337.76087	6.86882	Medium
AGRN	1338.6014	6.86990	Medium
FAM53A	1340.12163	6.87098	Medium
LRRCC1	1340.281	6.87206	Medium
GABBR2	1340.48679	6.87315	Medium
KRT34	1341.18865	6.87423	Medium
KIAA0556	1341.46721	6.87531	Medium
MIIP	1342.11428	6.87639	Medium
ELAC2	1342.48638	6.87747	Medium
TRIM58	1342.71737	6.87855	Medium
ACAA1	1342.80459	6.87964	Medium
ENAM	1343.42987	6.88072	Medium
TREH	1343.85236	6.88180	Medium
RAET1E	1343.90882	6.88288	Medium
OR1Q1	1344.27495	6.88397	Medium
CRTAP	1344.52242	6.88505	Medium
ADM2	1344.67383	6.88613	Medium
ATMIN	1345.54391	6.88722	Medium
NDUFS7	1347.6338	6.88830	Medium
TICAM1	1347.68989	6.88939	Medium
TRIM69	1348.14822	6.89047	Medium
C2orf72	1348.36629	6.89156	Medium
FAM171A1	1348.47272	6.89264	Medium
OR8H2	1348.78414	6.89373	Medium
TNRC6C	1348.87379	6.89482	Medium
SLC4A1AP	1349.12013	6.89590	Medium
INPPL1	1349.46127	6.89699	Medium
C1orf87	1349.54826	6.89808	Medium
SLC17A3	1349.6941	6.89916	Medium
F2	1350.01732	6.90025	Medium
RBL2	1350.04388	6.90134	Medium
LGALS9B	1350.76308	6.90243	Medium
DCDC2C	1351.19948	6.90352	Medium
KRTAP5-7	1351.24246	6.90460	Medium
EEF2K	1351.44727	6.90569	Medium
GAK	1354.12903	6.90678	Medium
CHRNB1	1354.17252	6.90787	Medium
EPB41L4A-AS2	1355.56838	6.90896	Medium
EFCAB5	1355.8784	6.91005	Medium
PRAMEF4	1356.98129	6.91114	Medium
IFNL2	1357.08469	6.91223	Medium
OR4K5	1357.12749	6.91332	Medium
DAB2	1357.85913	6.91441	Medium
FAHD1	1357.87776	6.91551	Medium
STIM2	1358.06126	6.91660	Medium
SAMD9	1358.3785	6.91769	Medium
SLC38A4	1358.76031	6.91878	Medium
PKDCC	1359.0485	6.91987	Medium
KIAA1009	1359.79864	6.92097	Medium
UVRAG	1359.85776	6.92206	Medium
DDX58	1360.70863	6.92315	Medium
NADSYN1	1360.80497	6.92425	Medium
CUL3	1361.02638	6.92534	Medium
MTRF1L	1362.06825	6.92643	Medium
C18orf56	1362.98046	6.92753	Medium
PGR	1363.72417	6.92862	Medium
CYP2A13	1363.98033	6.92972	Medium
TCP10L2	1365.19295	6.93081	Medium
PAK7	1365.4426	6.93191	Medium
KIF26B	1365.91175	6.93300	Medium
ZHX2	1366.57953	6.93410	Medium
KAT6A	1366.73644	6.93520	Medium
MRPL10	1367.62968	6.93629	Medium
HIST1H1T	1368.53569	6.93739	Medium
BBX	1368.93611	6.93849	Medium
TEK	1368.98168	6.93958	Medium
EIF2AK1	1369.09001	6.94068	Medium
ABCG2	1369.17181	6.94178	Medium
BMP3	1369.3409	6.94288	Medium
TRAK2	1369.53075	6.94398	Medium
SLC35G6	1370.30718	6.94508	Medium
C8orf87	1370.94756	6.94617	Medium
NEXN	1371.33421	6.94727	Medium
EPHA8	1372.14313	6.94837	Medium
SLC17A4	1372.74734	6.94947	Medium
AC025278.1	1373.55687	6.95057	Medium
SYNGAP1	1373.91556	6.95167	Medium
ISG15	1374.86701	6.95277	Medium
TNFRSF1B	1375.40435	6.95388	Medium
WNT8B	1375.98373	6.95498	Medium
BCDIN3D	1376.50648	6.95608	Medium
CDC20B	1377.34214	6.95718	Medium
ZNF350	1379.50737	6.95828	Medium
RP3-422G23.4	1379.6575	6.95938	Medium
MIEF2	1380.44839	6.96049	Medium
CDKN1C	1380.49227	6.96159	Medium
AC096582.1	1380.51092	6.96269	Medium
SPEN	1380.73788	6.96380	Medium
FBXW9	1381.90423	6.96490	Medium
LINC01101	1382.1205	6.96600	Medium
DNAJC28	1385.56304	6.96711	Medium
ANKRD16	1385.5909	6.96821	Medium
C15orf65	1385.63444	6.96932	Medium
ZNF185	1386.48286	6.97042	Medium
CCDC77	1387.09143	6.97153	Medium
DCAF6	1387.38336	6.97264	Medium
ZNF667	1388.50323	6.97374	Medium
HIF1AN	1388.57335	6.97485	Medium
GOLGA6L6	1388.57903	6.97595	Medium
SH3RF3	1390.76659	6.97706	Medium
PPP2R2D	1391.45075	6.97817	Medium
RP11-597K23.2	1391.84977	6.97928	Medium
KRTAP13-2	1391.91764	6.98038	Medium
EMR2	1392.23123	6.98149	Medium
NID2	1392.55812	6.98260	Medium
SUSD2	1393.20563	6.98371	Medium
KREMEN1	1394.17886	6.98482	Medium
IRX3	1394.92186	6.98593	Medium
MLXIPL	1395.13643	6.98704	Medium
TAS2R41	1395.26359	6.98815	Medium
HDGFL1	1396.82078	6.98926	Medium
CCDC178	1397.05643	6.99037	Medium
PLBD1	1398.05611	6.99148	Medium
RECK	1398.34528	6.99259	Medium
AGAP1	1398.47314	6.99370	Medium
LCNL1	1398.64602	6.99481	Medium
KLC2	1400.40421	6.99592	Medium
PIGZ	1400.69033	6.99703	Medium
RYR2	1401.64962	6.99815	Medium
MS4A14	1401.7534	6.99926	Medium
ORC3	1402.00648	7.00037	Medium
NUF2	1402.19748	7.00148	Medium
NINL	1402.91031	7.00260	Medium
AVPR1B	1403.1573	7.00371	Medium
TMEM260	1404.00386	7.00483	Medium
LRRC8C	1405.17584	7.00594	Medium
AAMDC	1406.35943	7.00705	Medium
CAPN15	1406.85106	7.00817	Medium
EXOSC9	1407.55472	7.00928	Medium
STK35	1408.18303	7.01040	Medium
MEI1	1408.29264	7.01152	Medium
METTL4	1409.08979	7.01263	Medium
AKR7A2	1410.0677	7.01375	Medium
TNFAIP6	1410.32896	7.01486	Medium
UGT2B11	1410.89129	7.01598	Medium
GPR15	1411.49836	7.01710	Medium
ZP2	1411.68198	7.01822	Medium
CDA	1411.79974	7.01933	Medium
MYBL2	1412.27415	7.02045	Medium
ZNF572	1412.2859	7.02157	Medium
XBP1	1412.29413	7.02269	Medium
ANKFN1	1412.40698	7.02381	Medium
AKR1E2	1412.71403	7.02493	Medium
BZW2	1412.98537	7.02605	Medium
TELO2	1413.28281	7.02717	Medium
ZNF669	1414.66175	7.02829	Medium
LAD1	1414.88538	7.02941	Medium
ENTPD6	1414.90137	7.03053	Medium
DOPEY1	1415.32398	7.03165	Medium
C16orf89	1415.69165	7.03277	Medium
AEN	1416.11577	7.03389	Medium
CYS1	1416.40595	7.03501	Medium
MC1R	1416.53832	7.03613	Medium
CCRL2	1416.59573	7.03726	Medium
SMPD2	1417.90373	7.03838	Medium
DCAF8L2	1419.66743	7.03950	Medium
MSANTD1	1420.1775	7.04063	Medium
OSBPL5	1420.31089	7.04175	Medium
PLCB2	1421.20643	7.04287	Medium
GRID2	1421.60468	7.04400	Medium
RP11-297N6.4	1422.06005	7.04512	Medium
RP11-248J23.6	1423.05913	7.04625	Medium
HSF5	1423.22371	7.04737	Medium
KIAA1522	1424.37091	7.04850	Medium
INHBB	1425.4818	7.04962	Medium
ATP6V0A4	1425.59356	7.05075	Medium
FOXL2	1425.70829	7.05187	Medium
GGT2	1425.85016	7.05300	Medium
CABS1	1425.99869	7.05413	Medium
SLC4A7	1426.46505	7.05525	Medium
RTCB	1426.79693	7.05638	Medium
C19orf55	1428.33746	7.05751	Medium
DOC2A	1428.98715	7.05864	Medium
ALKBH3	1429.62423	7.05977	Medium
PON1	1431.12238	7.06089	Medium
MSH6	1431.22959	7.06202	Medium
ZNF44	1432.15616	7.06315	Medium
PRR24	1432.24971	7.06428	Medium
SEMA4B	1432.54344	7.06541	Medium
TMTC1	1433.09079	7.06654	Medium
SON	1433.40927	7.06767	Medium
BTBD16	1433.42927	7.06880	Medium
RHD	1433.80387	7.06993	Medium
ITGBL1	1434.7471	7.07106	Medium
MDM1	1434.83695	7.07219	Medium
SERPINA3	1436.4047	7.07333	Medium
HADH	1437.95027	7.07446	Medium
PSMB3	1438.05221	7.07559	Medium
KRTAP9-6	1438.26747	7.07672	Medium
CGB1	1440.0355	7.07786	Medium
BSN	1440.10971	7.07899	Medium
C1orf94	1440.7657	7.08012	Medium
HHIPL2	1440.85409	7.08126	Medium
C6orf15	1441.95482	7.08239	Medium
TRH	1442.66377	7.08353	Medium
MLC1	1442.93116	7.08466	Medium
ITGA3	1443.34738	7.08579	Medium
MRPL28	1443.82845	7.08693	Medium
COL23A1	1444.11081	7.08807	Medium
STXBP5L	1445.05593	7.08920	Medium
MEOX1	1445.29004	7.09034	Medium
EPDR1	1445.4096	7.09147	Medium
FAM170A	1445.4921	7.09261	Medium
TRIM41	1445.6989	7.09375	Medium
HOXA4	1446.47473	7.09489	Medium
MTUS1	1447.42658	7.09602	Medium
AQP12A	1447.7357	7.09716	Medium
KRT79	1448.12521	7.09830	Medium
TRMU	1448.29539	7.09944	Medium
GCNT1	1448.65204	7.10058	Medium
TMBIM1	1448.82412	7.10172	Medium
AKR1CL1	1448.82675	7.10285	Medium
FAM98C	1449.69233	7.10399	Medium
FGFBP2	1450.01478	7.10513	Medium
RTN4	1450.14696	7.10628	Medium
ETNK2	1450.59804	7.10742	Medium
IL6R	1450.71381	7.10856	Medium
SLC7A3	1450.97808	7.10970	Medium
YAE1D1	1451.24466	7.11084	Medium
AQP11	1452.674	7.11198	Medium
AP001888.1	1452.85506	7.11312	Medium
ZNF90	1454.45614	7.11427	Medium
PGLYRP2	1454.60989	7.11541	Medium
SPRY2	1456.24463	7.11655	Medium
HEATR6	1456.38452	7.11769	Medium
SPAG1	1456.53407	7.11884	Medium
ZSCAN5B	1456.87598	7.11998	Medium
CNGA2	1456.93951	7.12113	Medium
ANKRD53	1459.41609	7.12227	Medium
SLC37A2	1459.43023	7.12342	Medium
WDHD1	1459.63805	7.12456	Medium
SP110	1459.74314	7.12571	Medium
HELQ	1460.39054	7.12685	Medium
LAMTOR5	1461.18225	7.12800	Medium
SBNO1	1461.40904	7.12914	Medium
CARS	1461.59792	7.13029	Medium
LIPT2	1461.89585	7.13144	Medium
GPANK1	1461.93567	7.13259	Medium
ZNF862	1462.87285	7.13373	Medium
MEFV	1463.7814	7.13488	Medium
UQCR10	1464.59546	7.13603	Medium
ZNF337	1465.63986	7.13718	Medium
EN2	1467.46629	7.13833	Medium
SERPINB7	1467.68906	7.13948	Medium
OR4K2	1467.85369	7.14062	Medium
C3orf49	1468.35326	7.14177	Medium
TRIB3	1469.51042	7.14292	Medium
MIS18BP1	1469.92348	7.14407	Medium
NUDT22	1470.25232	7.14523	Medium
NUDT7	1470.46036	7.14638	Medium
M6PR	1471.06525	7.14753	Medium
CRISP3	1472.42491	7.14868	Medium
SUN2	1473.25813	7.14983	Medium
PPFIA4	1473.79951	7.15098	Medium
METTL22	1474.64323	7.15214	Medium
GLIS1	1474.73624	7.15329	Medium
AC135983.2	1475.42327	7.15444	Medium
CPZ	1475.68527	7.15559	Medium
PHLDB2	1475.77426	7.15675	Medium
THEG	1476.8483	7.15790	Medium
ACSBG2	1477.23251	7.15906	Medium
TECPR1	1477.95454	7.16021	Medium
DSC2	1478.45895	7.16137	Medium
UTP20	1479.4111	7.16252	Medium
ZFP69B	1480.59123	7.16368	Medium
LCE1F	1480.78795	7.16483	Medium
FCRL6	1480.88076	7.16599	Medium
ZNF543	1483.15841	7.16715	Medium
BRIX1	1483.24875	7.16830	Medium
RHOBTB3	1484.64442	7.16946	Medium
FLJ00273	1485.12807	7.17062	Medium
PRAM1	1485.44258	7.17177	Medium
LRRC26	1485.495	7.17293	Medium
NEK1	1485.56231	7.17409	Medium
SPHKAP	1486.23576	7.17525	Medium
DCSTAMP	1486.66093	7.17641	Medium
ARMCX4	1487.53197	7.17757	Medium
ZNF510	1487.979	7.17873	Medium
ZNF596	1489.35557	7.17989	Medium
NRN1L	1489.44633	7.18105	Medium
COQ5	1490.84473	7.18221	Medium
COL12A1	1491.01427	7.18337	Medium
PTPLA	1491.34732	7.18453	Medium
ADAM21	1492.30576	7.18569	Medium
MCTP2	1492.80371	7.18685	Medium
MKRN1	1492.95866	7.18801	Medium
METTL2B	1492.98007	7.18918	Medium
ZSCAN32	1494.5198	7.19034	Medium
APLP2	1494.60193	7.19150	Medium
SLFNL1	1495.1636	7.19266	Medium
